SNP,freq_alt,MAF
5454,0.294928,0.294928
5455,0.578556,0.421444
5456,0.569735,0.430265
5457,0.809537,0.190463
5458,0.195149,0.195149
5459,0.493385,0.493385
5460,0.497519,0.497519
5461,0.440739,0.440739
5462,0.688258,0.311742
5463,0.496141,0.496141
5464,0.49366,0.49366
5465,0.624035,0.375965
5466,0.493936,0.493936
5467,0.558986,0.441014
5468,0.705347,0.294653
5469,0.772878,0.227122
5470,0.478225,0.478225
5471,0.226847,0.226847
5472,0.773153,0.226847
5473,0.705347,0.294653
5474,0.129548,0.129548
5475,0.390573,0.390573
5476,0.129548,0.129548
5477,0.734013,0.265987
5478,0.130099,0.130099
5479,0.265711,0.265711
5480,0.734289,0.265711
5481,0.395259,0.395259
5482,0.265711,0.265711
5483,0.727949,0.272051
5484,0.281422,0.281422
5485,0.727949,0.272051
5486,0.727674,0.272326
5487,0.271499,0.271499
5488,0.53473,0.46527
5489,0.536659,0.463341
5490,0.127067,0.127067
5491,0.487872,0.487872
5492,0.451488,0.451488
5493,0.483462,0.483462
5494,0.516814,0.483186
5495,0.514609,0.485391
5496,0.484564,0.484564
5497,0.515711,0.484289
5498,0.515711,0.484289
5499,0.515436,0.484564
5500,0.487596,0.487596
5501,0.487045,0.487045
5502,0.512955,0.487045
5503,0.487045,0.487045
5504,0.512128,0.487872
5505,0.485667,0.485667
5506,0.490077,0.490077
5507,0.513782,0.486218
5508,0.392503,0.392503
5509,0.628445,0.371555
5510,0.575799,0.424201
5511,0.595094,0.404906
5512,0.595094,0.404906
5513,0.628721,0.371279
5514,0.566979,0.433021
5515,0.936329,0.063671
5516,0.061191,0.061191
5517,0.938809,0.061191
5518,0.938809,0.061191
5519,0.215546,0.215546
5520,0.812845,0.187155
5521,0.429713,0.429713
5522,0.783903,0.216097
5523,0.617144,0.382856
5524,0.382856,0.382856
5525,0.401047,0.401047
5526,0.179162,0.179162
5527,0.150496,0.150496
5528,0.149669,0.149669
5529,0.149669,0.149669
5530,0.179438,0.179438
5531,0.508545,0.491455
5532,0.342613,0.342613
5533,0.686329,0.313671
5534,0.686053,0.313947
5535,0.31312,0.31312
5536,0.524256,0.475744
5537,0.475744,0.475744
5538,0.085998,0.085998
5539,0.943495,0.056505
5540,0.946251,0.053749
5541,0.524256,0.475744
5542,0.946251,0.053749
5543,0.085722,0.085722
5544,0.914002,0.085998
5545,0.943771,0.056229
5546,0.320838,0.320838
5547,0.748897,0.251103
5548,0.284179,0.284179
5549,0.056229,0.056229
5550,0.327729,0.327729
5551,0.089857,0.089857
5552,0.32828,0.32828
5553,0.184399,0.184399
5554,0.226295,0.226295
5555,0.124862,0.124862
5556,0.896637,0.103363
5557,0.454796,0.454796
5558,0.677784,0.322216
5559,0.321665,0.321665
5560,0.861632,0.138368
5561,0.458379,0.458379
5562,0.458655,0.458655
5563,0.39581,0.39581
5564,0.60419,0.39581
5565,0.542172,0.457828
5566,0.649394,0.350606
5567,0.665656,0.334344
5568,0.209482,0.209482
5569,0.385061,0.385061
5570,0.422547,0.422547
5571,0.385061,0.385061
5572,0.213892,0.213892
5573,0.297133,0.297133
5574,0.598677,0.401323
5575,0.616042,0.383958
5576,0.615215,0.384785
5577,0.422271,0.422271
5578,0.424201,0.424201
5579,0.276736,0.276736
5580,0.3043,0.3043
5581,0.221334,0.221334
5582,0.687155,0.312845
5583,0.303749,0.303749
5584,0.593164,0.406836
5585,0.554851,0.445149
5586,0.104465,0.104465
5587,0.365766,0.365766
5588,0.659592,0.340408
5589,0.659316,0.340684
5590,0.385612,0.385612
5591,0.104465,0.104465
5592,0.555127,0.444873
5593,0.555127,0.444873
5594,0.659592,0.340408
5595,0.633958,0.366042
5596,0.659041,0.340959
5597,0.38065,0.38065
5598,0.427233,0.427233
5599,0.659592,0.340408
5600,0.281974,0.281974
5601,0.583793,0.416207
5602,0.702591,0.297409
5603,0.295755,0.295755
5604,0.639746,0.360254
5605,0.639746,0.360254
5606,0.279493,0.279493
5607,0.297409,0.297409
5608,0.702591,0.297409
5609,0.719956,0.280044
5610,0.638368,0.361632
5611,0.705899,0.294101
5612,0.306229,0.306229
5613,0.288864,0.288864
5614,0.056505,0.056505
5615,0.768192,0.231808
5616,0.170617,0.170617
5617,0.825799,0.174201
5618,0.174201,0.174201
5619,0.910143,0.089857
5620,0.173925,0.173925
5621,0.084344,0.084344
5622,0.089305,0.089305
5623,0.161797,0.161797
5624,0.071665,0.071665
5625,0.07194,0.07194
5626,0.838754,0.161246
5627,0.162073,0.162073
5628,0.317806,0.317806
5629,0.318082,0.318082
5630,0.072492,0.072492
5631,0.705623,0.294377
5632,0.254135,0.254135
5633,0.25441,0.25441
5634,0.254686,0.254686
5635,0.745865,0.254135
5636,0.722988,0.277012
5637,0.276736,0.276736
5638,0.25882,0.25882
5639,0.307332,0.307332
5640,0.229052,0.229052
5641,0.259647,0.259647
5642,0.07828,0.07828
5643,0.56505,0.43495
5644,0.433297,0.433297
5645,0.46527,0.46527
5646,0.465546,0.465546
5647,0.5328,0.4672
5648,0.433297,0.433297
5649,0.437155,0.437155
5650,0.467751,0.467751
5651,0.467475,0.467475
5652,0.465821,0.465821
5653,0.299614,0.299614
5654,0.73677,0.26323
5655,0.299614,0.299614
5656,0.300992,0.300992
5657,0.56312,0.43688
5658,0.300717,0.300717
5659,0.300992,0.300992
5660,0.300992,0.300992
5661,0.300992,0.300992
5662,0.300992,0.300992
5663,0.440739,0.440739
5664,0.437707,0.437707
5665,0.438258,0.438258
5666,0.562018,0.437982
5667,0.440187,0.440187
5668,0.743109,0.256891
5669,0.305127,0.305127
5670,0.256615,0.256615
5671,0.438258,0.438258
5672,0.305127,0.305127
5673,0.743109,0.256891
5674,0.256615,0.256615
5675,0.303197,0.303197
5676,0.256891,0.256891
5677,0.257442,0.257442
5678,0.255237,0.255237
5679,0.321114,0.321114
5680,0.063671,0.063671
5681,0.679438,0.320562
5682,0.764333,0.235667
5683,0.235667,0.235667
5684,0.095369,0.095369
5685,0.369074,0.369074
5686,0.727949,0.272051
5687,0.464994,0.464994
5688,0.550441,0.449559
5689,0.099228,0.099228
5690,0.099228,0.099228
5691,0.650221,0.349779
5692,0.448181,0.448181
5693,0.356395,0.356395
5694,0.716097,0.283903
5695,0.319735,0.319735
5696,0.373484,0.373484
5697,0.231533,0.231533
5698,0.769294,0.230706
5699,0.396086,0.396086
5700,0.230981,0.230981
5701,0.397464,0.397464
5702,0.769019,0.230981
5703,0.372106,0.372106
5704,0.769019,0.230981
5705,0.603914,0.396086
5706,0.419515,0.419515
5707,0.580209,0.419791
5708,0.220783,0.220783
5709,0.57194,0.42806
5710,0.269846,0.269846
5711,0.26957,0.26957
5712,0.350606,0.350606
5713,0.267089,0.267089
5714,0.359702,0.359702
5715,0.316428,0.316428
5716,0.316428,0.316428
5717,0.226571,0.226571
5718,0.743385,0.256615
5719,0.414002,0.414002
5720,0.256615,0.256615
5721,0.745039,0.254961
5722,0.323043,0.323043
5723,0.576075,0.423925
5724,0.578004,0.421996
5725,0.578004,0.421996
5726,0.577453,0.422547
5727,0.301819,0.301819
5728,0.151047,0.151047
5729,0.611907,0.388093
5730,0.457001,0.457001
5731,0.456725,0.456725
5732,0.278115,0.278115
5733,0.175579,0.175579
5734,0.181643,0.181643
5735,0.459757,0.459757
5736,0.277839,0.277839
5737,0.178886,0.178886
5738,0.153528,0.153528
5739,0.335171,0.335171
5740,0.181367,0.181367
5741,0.181367,0.181367
5742,0.311191,0.311191
5743,0.170066,0.170066
5744,0.170066,0.170066
5745,0.170066,0.170066
5746,0.279768,0.279768
5747,0.109978,0.109978
5748,0.28032,0.28032
5749,0.109978,0.109978
5750,0.463892,0.463892
5751,0.190463,0.190463
5752,0.190739,0.190739
5753,0.190463,0.190463
5754,0.19129,0.19129
5755,0.191014,0.191014
5756,0.193219,0.193219
5757,0.191014,0.191014
5758,0.190739,0.190739
5759,0.190463,0.190463
5760,0.133131,0.133131
5761,0.133682,0.133682
5762,0.133958,0.133958
5763,0.134234,0.134234
5764,0.168688,0.168688
5765,0.135061,0.135061
5766,0.133958,0.133958
5767,0.169791,0.169791
5768,0.133958,0.133958
5769,0.352536,0.352536
5770,0.521499,0.478501
5771,0.521775,0.478225
5772,0.514333,0.485667
5773,0.515711,0.484289
5774,0.483462,0.483462
5775,0.469129,0.469129
5776,0.516538,0.483462
5777,0.428335,0.428335
5778,0.403252,0.403252
5779,0.596748,0.403252
5780,0.381477,0.381477
5781,0.597023,0.402977
5782,0.427233,0.427233
5783,0.568082,0.431918
5784,0.181918,0.181918
5785,0.146086,0.146086
5786,0.405458,0.405458
5787,0.405182,0.405182
5788,0.405458,0.405458
5789,0.34344,0.34344
5790,0.166483,0.166483
5791,0.452867,0.452867
5792,0.58269,0.41731
5793,0.596748,0.403252
5794,0.591235,0.408765
5795,0.789416,0.210584
5796,0.444046,0.444046
5797,0.244763,0.244763
5798,0.232359,0.232359
5799,0.232911,0.232911
5800,0.232359,0.232359
5801,0.232911,0.232911
5802,0.438809,0.438809
5803,0.440463,0.440463
5804,0.232359,0.232359
5805,0.232911,0.232911
5806,0.232635,0.232635
5807,0.232635,0.232635
5808,0.4457,0.4457
5809,0.228776,0.228776
5810,0.142227,0.142227
5811,0.142227,0.142227
5812,0.1414,0.1414
5813,0.139195,0.139195
5814,0.392503,0.392503
5815,0.391125,0.391125
5816,0.422822,0.422822
5817,0.422822,0.422822
5818,0.422822,0.422822
5819,0.423925,0.423925
5820,0.414829,0.414829
5821,0.885888,0.114112
5822,0.075524,0.075524
5823,0.429989,0.429989
5824,0.531147,0.468853
5825,0.253583,0.253583
5826,0.075799,0.075799
5827,0.289691,0.289691
5828,0.58903,0.41097
5829,0.288864,0.288864
5830,0.374587,0.374587
5831,0.589305,0.410695
5832,0.588479,0.411521
5833,0.585447,0.414553
5834,0.586825,0.413175
5835,0.075799,0.075799
5836,0.315601,0.315601
5837,0.860529,0.139471
5838,0.141125,0.141125
5839,0.447078,0.447078
5840,0.716373,0.283627
5841,0.575248,0.424752
5842,0.574972,0.425028
5843,0.574972,0.425028
5844,0.630375,0.369625
5845,0.57387,0.42613
5846,0.90849,0.09151
5847,0.475193,0.475193
5848,0.725744,0.274256
5849,0.725744,0.274256
5850,0.460584,0.460584
5851,0.434123,0.434123
5852,0.419515,0.419515
5853,0.420066,0.420066
5854,0.420342,0.420342
5855,0.631477,0.368523
5856,0.634509,0.365491
5857,0.502481,0.497519
5858,0.365215,0.365215
5859,0.502205,0.497795
5860,0.057883,0.057883
5861,0.569184,0.430816
5862,0.517641,0.482359
5863,0.570011,0.429989
5864,0.052095,0.052095
5865,0.517916,0.482084
5866,0.509372,0.490628
5867,0.052095,0.052095
5868,0.476295,0.476295
5869,0.636163,0.363837
5870,0.592062,0.407938
5871,0.052646,0.052646
5872,0.534454,0.465546
5873,0.586825,0.413175
5874,0.630926,0.369074
5875,0.475469,0.475469
5876,0.443771,0.443771
5877,0.443771,0.443771
5878,0.559261,0.440739
5879,0.521775,0.478225
5880,0.12376,0.12376
5881,0.123208,0.123208
5882,0.167585,0.167585
5883,0.105292,0.105292
5884,0.131202,0.131202
5885,0.131202,0.131202
5886,0.130926,0.130926
5887,0.131202,0.131202
5888,0.572216,0.427784
5889,0.393881,0.393881
5890,0.394157,0.394157
5891,0.179162,0.179162
5892,0.18054,0.18054
5893,0.171996,0.171996
5894,0.573594,0.426406
5895,0.27591,0.27591
5896,0.284454,0.284454
5897,0.239802,0.239802
5898,0.238975,0.238975
5899,0.56505,0.43495
5900,0.298787,0.298787
5901,0.421444,0.421444
5902,0.420893,0.420893
5903,0.211687,0.211687
5904,0.197905,0.197905
5905,0.197354,0.197354
5906,0.464168,0.464168
5907,0.464168,0.464168
5908,0.459757,0.459757
5909,0.583517,0.416483
5910,0.417034,0.417034
5911,0.583241,0.416759
5912,0.583241,0.416759
5913,0.416207,0.416207
5914,0.416207,0.416207
5915,0.583241,0.416759
5916,0.584068,0.415932
5917,0.415932,0.415932
5918,0.583241,0.416759
5919,0.583793,0.416207
5920,0.51323,0.48677
5921,0.513506,0.486494
5922,0.541069,0.458931
5923,0.540794,0.459206
5924,0.540794,0.459206
5925,0.449835,0.449835
5926,0.54989,0.45011
5927,0.550441,0.449559
5928,0.550441,0.449559
5929,0.585722,0.414278
5930,0.413175,0.413175
5931,0.413175,0.413175
5932,0.570562,0.429438
5933,0.429162,0.429162
5934,0.571114,0.428886
5935,0.592337,0.407663
5936,0.407938,0.407938
5937,0.591786,0.408214
5938,0.591786,0.408214
5939,0.176957,0.176957
5940,0.175854,0.175854
5941,0.17613,0.17613
5942,0.176681,0.176681
5943,0.176957,0.176957
5944,0.177233,0.177233
5945,0.176681,0.176681
5946,0.176406,0.176406
5947,0.176406,0.176406
5948,0.176406,0.176406
5949,0.176406,0.176406
5950,0.18495,0.18495
5951,0.18495,0.18495
5952,0.186053,0.186053
5953,0.185226,0.185226
5954,0.184675,0.184675
5955,0.187155,0.187155
5956,0.18688,0.18688
5957,0.189085,0.189085
5958,0.189361,0.189361
5959,0.189085,0.189085
5960,0.189085,0.189085
5961,0.188809,0.188809
5962,0.243109,0.243109
5963,0.75634,0.24366
5964,0.757166,0.242834
5965,0.292999,0.292999
5966,0.707277,0.292723
5967,0.699559,0.300441
5968,0.299614,0.299614
5969,0.298787,0.298787
5970,0.700386,0.299614
5971,0.300165,0.300165
5972,0.300165,0.300165
5973,0.299063,0.299063
5974,0.29989,0.29989
5975,0.080761,0.080761
5976,0.475744,0.475744
5977,0.477122,0.477122
5978,0.472712,0.472712
5979,0.48043,0.48043
5980,0.480154,0.480154
5981,0.480154,0.480154
5982,0.270121,0.270121
5983,0.270397,0.270397
5984,0.525634,0.474366
5985,0.270948,0.270948
5986,0.564223,0.435777
5987,0.161246,0.161246
5988,0.366042,0.366042
5989,0.633407,0.366593
5990,0.633131,0.366869
5991,0.371279,0.371279
5992,0.62817,0.37183
5993,0.213065,0.213065
5994,0.331863,0.331863
5995,0.33269,0.33269
5996,0.332139,0.332139
5997,0.332139,0.332139
5998,0.119074,0.119074
5999,0.212514,0.212514
6000,0.11935,0.11935
6001,0.185502,0.185502
6002,0.3914,0.3914
6003,0.390849,0.390849
6004,0.630375,0.369625
6005,0.413727,0.413727
6006,0.413727,0.413727
6007,0.631477,0.368523
6008,0.634509,0.365491
6009,0.363286,0.363286
6010,0.636163,0.363837
6011,0.63699,0.36301
6012,0.36301,0.36301
6013,0.36301,0.36301
6014,0.636714,0.363286
6015,0.331588,0.331588
6016,0.378721,0.378721
6017,0.621279,0.378721
6018,0.240353,0.240353
6019,0.240353,0.240353
6020,0.240077,0.240077
6021,0.74559,0.25441
6022,0.256064,0.256064
6023,0.125965,0.125965
6024,0.744487,0.255513
6025,0.255237,0.255237
6026,0.12624,0.12624
6027,0.640022,0.359978
6028,0.640298,0.359702
6029,0.134509,0.134509
6030,0.525634,0.474366
6031,0.685226,0.314774
6032,0.541896,0.458104
6033,0.847299,0.152701
6034,0.318633,0.318633
6035,0.174476,0.174476
6036,0.172271,0.172271
6037,0.171996,0.171996
6038,0.171996,0.171996
6039,0.152426,0.152426
6040,0.152426,0.152426
6041,0.15215,0.15215
6042,0.15215,0.15215
6043,0.15215,0.15215
6044,0.151874,0.151874
6045,0.151874,0.151874
6046,0.151874,0.151874
6047,0.151323,0.151323
6048,0.093164,0.093164
6049,0.151323,0.151323
6050,0.151047,0.151047
6051,0.151323,0.151323
6052,0.151323,0.151323
6053,0.150772,0.150772
6054,0.538037,0.461963
6055,0.462238,0.462238
6056,0.495039,0.495039
6057,0.203142,0.203142
6058,0.796582,0.203418
6059,0.49366,0.49366
6060,0.763506,0.236494
6061,0.495865,0.495865
6062,0.504135,0.495865
6063,0.503308,0.496692
6064,0.113561,0.113561
6065,0.497244,0.497244
6066,0.163727,0.163727
6067,0.272878,0.272878
6068,0.523153,0.476847
6069,0.514333,0.485667
6070,0.248346,0.248346
6071,0.161521,0.161521
6072,0.248071,0.248071
6073,0.200937,0.200937
6074,0.280044,0.280044
6075,0.201764,0.201764
6076,0.187707,0.187707
6077,0.122933,0.122933
6078,0.266538,0.266538
6079,0.423649,0.423649
6080,0.154906,0.154906
6081,0.155182,0.155182
6082,0.270948,0.270948
6083,0.270948,0.270948
6084,0.699835,0.300165
6085,0.370452,0.370452
6086,0.371279,0.371279
6087,0.56946,0.43054
6088,0.285006,0.285006
6089,0.244487,0.244487
6090,0.203969,0.203969
6091,0.439361,0.439361
6092,0.20452,0.20452
6093,0.323594,0.323594
6094,0.203418,0.203418
6095,0.203418,0.203418
6096,0.203693,0.203693
6097,0.197078,0.197078
6098,0.176681,0.176681
6099,0.177508,0.177508
6100,0.531974,0.468026
6101,0.150221,0.150221
6102,0.519846,0.480154
6103,0.479603,0.479603
6104,0.489802,0.489802
6105,0.507993,0.492007
6106,0.248346,0.248346
6107,0.578556,0.421444
6108,0.578004,0.421996
6109,0.527288,0.472712
6110,0.550717,0.449283
6111,0.313396,0.313396
6112,0.341786,0.341786
6113,0.550441,0.449559
6114,0.318908,0.318908
6115,0.411246,0.411246
6116,0.377067,0.377067
6117,0.39333,0.39333
6118,0.393605,0.393605
6119,0.326626,0.326626
6120,0.326075,0.326075
6121,0.325799,0.325799
6122,0.403528,0.403528
6123,0.079383,0.079383
6124,0.324146,0.324146
6125,0.361632,0.361632
6126,0.312018,0.312018
6127,0.312018,0.312018
6128,0.342337,0.342337
6129,0.343991,0.343991
6130,0.325799,0.325799
6131,0.320287,0.320287
6132,0.185502,0.185502
6133,0.50634,0.49366
6134,0.488975,0.488975
6135,0.631477,0.368523
6136,0.488975,0.488975
6137,0.488975,0.488975
6138,0.461136,0.461136
6139,0.46086,0.46086
6140,0.511025,0.488975
6141,0.511577,0.488423
6142,0.536935,0.463065
6143,0.872106,0.127894
6144,0.554851,0.445149
6145,0.554024,0.445976
6146,0.555127,0.444873
6147,0.587376,0.412624
6148,0.587376,0.412624
6149,0.587652,0.412348
6150,0.587652,0.412348
6151,0.587376,0.412624
6152,0.5871,0.4129
6153,0.5871,0.4129
6154,0.5871,0.4129
6155,0.587376,0.412624
6156,0.587376,0.412624
6157,0.587376,0.412624
6158,0.849228,0.150772
6159,0.848953,0.151047
6160,0.803749,0.196251
6161,0.799614,0.200386
6162,0.199559,0.199559
6163,0.199559,0.199559
6164,0.325524,0.325524
6165,0.119074,0.119074
6166,0.119625,0.119625
6167,0.119625,0.119625
6168,0.119625,0.119625
6169,0.330209,0.330209
6170,0.318908,0.318908
6171,0.146913,0.146913
6172,0.170342,0.170342
6173,0.159041,0.159041
6174,0.174476,0.174476
6175,0.175579,0.175579
6176,0.175303,0.175303
6177,0.175303,0.175303
6178,0.615766,0.384234
6179,0.334895,0.334895
6180,0.45645,0.45645
6181,0.511577,0.488423
6182,0.301268,0.301268
6183,0.511301,0.488699
6184,0.403252,0.403252
6185,0.596748,0.403252
6186,0.310364,0.310364
6187,0.325799,0.325799
6188,0.329107,0.329107
6189,0.313671,0.313671
6190,0.315325,0.315325
6191,0.300717,0.300717
6192,0.303197,0.303197
6193,0.343991,0.343991
6194,0.214719,0.214719
6195,0.172547,0.172547
6196,0.257993,0.257993
6197,0.258269,0.258269
6198,0.257442,0.257442
6199,0.258269,0.258269
6200,0.258269,0.258269
6201,0.257993,0.257993
6202,0.902426,0.097574
6203,0.86301,0.13699
6204,0.863286,0.136714
6205,0.097299,0.097299
6206,0.148567,0.148567
6207,0.58269,0.41731
6208,0.582415,0.417585
6209,0.367696,0.367696
6210,0.367144,0.367144
6211,0.36742,0.36742
6212,0.367144,0.367144
6213,0.578556,0.421444
6214,0.579107,0.420893
6215,0.329383,0.329383
6216,0.057883,0.057883
6217,0.057883,0.057883
6218,0.485667,0.485667
6219,0.683021,0.316979
6220,0.46086,0.46086
6221,0.278666,0.278666
6222,0.538589,0.461411
6223,0.060639,0.060639
6224,0.093716,0.093716
6225,0.539691,0.460309
6226,0.460309,0.460309
6227,0.459757,0.459757
6228,0.09151,0.09151
6229,0.355292,0.355292
6230,0.355568,0.355568
6231,0.614664,0.385336
6232,0.429989,0.429989
6233,0.785006,0.214994
6234,0.175028,0.175028
6235,0.406836,0.406836
6236,0.175303,0.175303
6237,0.406009,0.406009
6238,0.19763,0.19763
6239,0.197078,0.197078
6240,0.197354,0.197354
6241,0.417585,0.417585
6242,0.251378,0.251378
6243,0.684123,0.315877
6244,0.63065,0.36935
6245,0.748622,0.251378
6246,0.594542,0.405458
6247,0.217751,0.217751
6248,0.86108,0.13892
6249,0.746141,0.253859
6250,0.81753,0.18247
6251,0.383958,0.383958
6252,0.615215,0.384785
6253,0.187707,0.187707
6254,0.724917,0.275083
6255,0.527288,0.472712
6256,0.332966,0.332966
6257,0.472988,0.472988
6258,0.104741,0.104741
6259,0.368247,0.368247
6260,0.263506,0.263506
6261,0.716373,0.283627
6262,0.826902,0.173098
6263,0.400496,0.400496
6264,0.400221,0.400221
6265,0.710309,0.289691
6266,0.36108,0.36108
6267,0.471334,0.471334
6268,0.362459,0.362459
6269,0.362183,0.362183
6270,0.363286,0.363286
6271,0.374587,0.374587
6272,0.422822,0.422822
6273,0.423374,0.423374
6274,0.357773,0.357773
6275,0.220232,0.220232
6276,0.1086,0.1086
6277,0.214719,0.214719
6278,0.323594,0.323594
6279,0.214719,0.214719
6280,0.322492,0.322492
6281,0.108324,0.108324
6282,0.322492,0.322492
6283,0.322767,0.322767
6284,0.108324,0.108324
6285,0.214168,0.214168
6286,0.214443,0.214443
6287,0.214719,0.214719
6288,0.214719,0.214719
6289,0.228501,0.228501
6290,0.771499,0.228501
6291,0.112734,0.112734
6292,0.11301,0.11301
6293,0.770948,0.229052
6294,0.339581,0.339581
6295,0.110529,0.110529
6296,0.209206,0.209206
6297,0.208379,0.208379
6298,0.208655,0.208655
6299,0.333517,0.333517
6300,0.208655,0.208655
6301,0.772878,0.227122
6302,0.212514,0.212514
6303,0.310088,0.310088
6304,0.309813,0.309813
6305,0.307607,0.307607
6306,0.07387,0.07387
6307,0.757993,0.242007
6308,0.683848,0.316152
6309,0.241731,0.241731
6310,0.683572,0.316428
6311,0.323319,0.323319
6312,0.254135,0.254135
6313,0.745865,0.254135
6314,0.322216,0.322216
6315,0.772878,0.227122
6316,0.227122,0.227122
6317,0.737045,0.262955
6318,0.05237,0.05237
6319,0.702315,0.297685
6320,0.297133,0.297133
6321,0.296858,0.296858
6322,0.296858,0.296858
6323,0.702867,0.297133
6324,0.702867,0.297133
6325,0.287762,0.287762
6326,0.674476,0.325524
6327,0.325524,0.325524
6328,0.674752,0.325248
6329,0.066152,0.066152
6330,0.066152,0.066152
6331,0.066152,0.066152
6332,0.757166,0.242834
6333,0.913175,0.086825
6334,0.133682,0.133682
6335,0.9129,0.0871
6336,0.221885,0.221885
6337,0.133682,0.133682
6338,0.133682,0.133682
6339,0.221058,0.221058
6340,0.0871,0.0871
6341,0.133407,0.133407
6342,0.301819,0.301819
6343,0.216924,0.216924
6344,0.215821,0.215821
6345,0.218853,0.218853
6346,0.752205,0.247795
6347,0.196251,0.196251
6348,0.196527,0.196527
6349,0.324697,0.324697
6350,0.553473,0.446527
6351,0.210033,0.210033
6352,0.210309,0.210309
6353,0.114388,0.114388
6354,0.210309,0.210309
6355,0.251103,0.251103
6356,0.232911,0.232911
6357,0.187155,0.187155
6358,0.146913,0.146913
6359,0.146637,0.146637
6360,0.593716,0.406284
6361,0.200662,0.200662
6362,0.503859,0.496141
6363,0.200937,0.200937
6364,0.347574,0.347574
6365,0.200386,0.200386
6366,0.547409,0.452591
6367,0.25634,0.25634
6368,0.256615,0.256615
6369,0.309261,0.309261
6370,0.309813,0.309813
6371,0.506064,0.493936
6372,0.466648,0.466648
6373,0.187707,0.187707
6374,0.374862,0.374862
6375,0.819735,0.180265
6376,0.625138,0.374862
6377,0.375138,0.375138
6378,0.339857,0.339857
6379,0.375138,0.375138
6380,0.444873,0.444873
6381,0.375413,0.375413
6382,0.285557,0.285557
6383,0.624035,0.375965
6384,0.179989,0.179989
6385,0.820011,0.179989
6386,0.627619,0.372381
6387,0.372106,0.372106
6388,0.37183,0.37183
6389,0.136439,0.136439
6390,0.62817,0.37183
6391,0.372381,0.372381
6392,0.136163,0.136163
6393,0.627894,0.372106
6394,0.628445,0.371555
6395,0.491455,0.491455
6396,0.530871,0.469129
6397,0.530595,0.469405
6398,0.372106,0.372106
6399,0.627619,0.372381
6400,0.863286,0.136714
6401,0.627619,0.372381
6402,0.542723,0.457277
6403,0.627894,0.372106
6404,0.628721,0.371279
6405,0.543275,0.456725
6406,0.371279,0.371279
6407,0.373484,0.373484
6408,0.62624,0.37376
6409,0.62624,0.37376
6410,0.524531,0.475469
6411,0.530871,0.469129
6412,0.531147,0.468853
6413,0.468302,0.468302
6414,0.846472,0.153528
6415,0.196803,0.196803
6416,0.196251,0.196251
6417,0.196527,0.196527
6418,0.792448,0.207552
6419,0.207828,0.207828
6420,0.792172,0.207828
6421,0.444873,0.444873
6422,0.445424,0.445424
6423,0.792723,0.207277
6424,0.791345,0.208655
6425,0.704245,0.295755
6426,0.238148,0.238148
6427,0.495039,0.495039
6428,0.495314,0.495314
6429,0.238148,0.238148
6430,0.238148,0.238148
6431,0.79796,0.20204
6432,0.238148,0.238148
6433,0.466097,0.466097
6434,0.26516,0.26516
6435,0.345645,0.345645
6436,0.70645,0.29355
6437,0.363286,0.363286
6438,0.74118,0.25882
6439,0.428611,0.428611
6440,0.388644,0.388644
6441,0.285006,0.285006
6442,0.100331,0.100331
6443,0.100331,0.100331
6444,0.100331,0.100331
6445,0.100055,0.100055
6446,0.077453,0.077453
6447,0.077453,0.077453
6448,0.345094,0.345094
6449,0.422271,0.422271
6450,0.076351,0.076351
6451,0.578004,0.421996
6452,0.076902,0.076902
6453,0.654906,0.345094
6454,0.076902,0.076902
6455,0.366869,0.366869
6456,0.336549,0.336549
6457,0.633131,0.366869
6458,0.633131,0.366869
6459,0.336549,0.336549
6460,0.441566,0.441566
6461,0.251654,0.251654
6462,0.558434,0.441566
6463,0.748346,0.251654
6464,0.250551,0.250551
6465,0.251378,0.251378
6466,0.471058,0.471058
6467,0.528942,0.471058
6468,0.528942,0.471058
6469,0.471058,0.471058
6470,0.471058,0.471058
6471,0.528942,0.471058
6472,0.471334,0.471334
6473,0.471334,0.471334
6474,0.471334,0.471334
6475,0.46527,0.46527
6476,0.535006,0.464994
6477,0.485943,0.485943
6478,0.514333,0.485667
6479,0.084344,0.084344
6480,0.570838,0.429162
6481,0.084895,0.084895
6482,0.511025,0.488975
6483,0.488975,0.488975
6484,0.511301,0.488699
6485,0.080485,0.080485
6486,0.489526,0.489526
6487,0.219129,0.219129
6488,0.080485,0.080485
6489,0.21968,0.21968
6490,0.219129,0.219129
6491,0.219129,0.219129
6492,0.218853,0.218853
6493,0.219129,0.219129
6494,0.299614,0.299614
6495,0.219129,0.219129
6496,0.177233,0.177233
6497,0.082966,0.082966
6498,0.082966,0.082966
6499,0.176406,0.176406
6500,0.176406,0.176406
6501,0.081312,0.081312
6502,0.176957,0.176957
6503,0.13892,0.13892
6504,0.315601,0.315601
6505,0.176681,0.176681
6506,0.080485,0.080485
6507,0.149669,0.149669
6508,0.252756,0.252756
6509,0.252205,0.252205
6510,0.149945,0.149945
6511,0.252756,0.252756
6512,0.252756,0.252756
6513,0.083517,0.083517
6514,0.265436,0.265436
6515,0.488148,0.488148
6516,0.391676,0.391676
6517,0.608049,0.391951
6518,0.608324,0.391676
6519,0.608324,0.391676
6520,0.548787,0.451213
6521,0.548787,0.451213
6522,0.444322,0.444322
6523,0.420617,0.420617
6524,0.420617,0.420617
6525,0.437155,0.437155
6526,0.56312,0.43688
6527,0.437155,0.437155
6528,0.240904,0.240904
